region_id,mean,region_name
BRA.20.Rad57f14370fa756d,-2.29,Porto do Mangue; Jardim-Piranhas; Tibau; Mossor; Groaras; Barana; Areia Branca; Serra do Mel; So Bento do Norte; Caic; Guamar; Pendncias; Parazinho; Governador Dix-Sept Rosad; Jandara; Au; Afonso Bezerra; Lajes; Ipanguau; Jardim de Angicos; Upanema; Angicos; Lajes; Para; Caiara do Norte; Fernando Pedroza; Santana do Matos; Augusto Severo; So Rafael; Santana do Matos; Jucurutu; Triunfo Potiguar; So Tom; So Fernando; Timbaba dos Batistas
BRA.20.Rebca4e4ef6a30a3e,-4.21,Joo Dias; Major Sales; Paran
BRA.21.3831.R460290724223d999,-3.14,Alegrete
BRA.21.3831.Re1977e30cb35af58,-4.4,Alegrete
BRA.21.3836.7259,-5.78,Alvorada
BRA.21.3836.7260,-6.6,Estancia Grande
BRA.21.3842.7268,-7.27,Arambar
BRA.21.3842.7269,-7.1,Santa Rita do Sul
BRA.21.3845.7276,-8.22,Arroio do Meio
BRA.21.3845.7277,-8.53,Forqueta
BRA.21.3845.7278,-8.52,Palmas
BRA.21.3849.7285,-5.07,Arroio Grande
BRA.21.3849.7288,-5.56,Santa Izabel do Sul
BRA.21.3849.R80a847c5ae218e6f,-5.11,Arroio Grande
BRA.21.3852.7294,-3.88,Bag
BRA.21.3852.R497307e6afadda29,-4.68,Baje
BRA.21.3853.7302,-8.24,Tunel Verde
BRA.21.3853.R5c2d8e775ce3769b,-6.82,Balnerio Pinhal
BRA.21.3858.7311,-1.9,Barra do Quara
BRA.21.3865.7320,-6.42,Bento Gonalves
BRA.21.3865.R1731a59c60c7955c,-8.72,Bento Gonalves
BRA.21.3870.7330,-10.07,Bom Jesus
BRA.21.3870.R923042b0e13a3e78,-10.12,Bom Jesus
BRA.21.3873.7337,-7.97,Bom Retiro do Sul
BRA.21.3873.7338,-8.03,Pinhal
BRA.21.3878.7347,-7.92,Buti
BRA.21.3878.7348,-7.41,Cerro do Roque
BRA.21.3879.7350,-5.9,Caapava do Sul
BRA.21.3879.R68ef57c9afa2c2e1,-6.17,Caapava do Sul
BRA.21.3880.7355,-5.43,Cacequi
BRA.21.3880.7356,-5.15,Saica
BRA.21.3880.7357,-5.94,Umbu
BRA.21.3881.7360,-5.75,Cachoeira do Sul
BRA.21.3881.R9aa4cb8ecbd75b93,-7.33,Cachoeira do Sul
BRA.21.3886.7375,-6,Camaqua
BRA.21.3886.R81305b492156f401,-7.07,Camagua
BRA.21.3893.7389,-9.21,Campo Novo
BRA.21.3893.7390,-9.24,Vila Turvo
BRA.21.3894.7391,-9.52,Nao-Me-Toque
BRA.21.3894.7392,-10.11,So Jos do Centro
BRA.21.3895.7393,-8.35,Campos Borges
BRA.21.3895.R2edbecda0f417767,-8.83,Campos Borges
BRA.21.3895.R8da9a5bac4c5cf20,-8.56,Campos Borges
BRA.21.3902.7411,-8.41,Capela de Santana
BRA.21.3902.7412,-8.48,Capito
BRA.21.3902.Ra2ef4bbaeddddc9b,-8.69,Capo da Canoa
BRA.21.3903.7417,-6.1,Capo da Canoa
BRA.21.3903.Ree3558605defdfbd,-8.44,Capo do Leo
BRA.21.3905.7421,-4.75,Capo do Leo
BRA.21.3906.7423,-5.67,Passo das Pedras
BRA.21.3906.Rf62e08353b6e87b7,-5.63,Capivari do Sul
BRA.21.3908.7427,-9.12,Carazinho
BRA.21.3908.R0382b0cf48a6e1b1,-10.14,Carazinho
BRA.21.3909.7433,-7.78,Carlos Barbosa
BRA.21.3909.7435,-8.86,Santa Luiza
BRA.21.3909.Re5908228c9042516,-8.5,Carlos Barbosa
BRA.21.3913.7441,-7.96,Catupe
BRA.21.3913.Ra7f988f72216c42b,-8.21,Catupe
BRA.21.3914.7460,-7.37,Ra 09
BRA.21.3914.R8389e9ef59ab9ed1,-8.87,Caxias do Sul
BRA.21.3914.Rb810e602ae86149e,-4.97,Caxias do Sul
BRA.21.3916.7466,-5.16,Cerrito
BRA.21.3916.R15ae388063bbd49e,-5.56,Cerrito
BRA.21.3921.7475,-9.01,Chapada
BRA.21.3921.Rfef57dcc52f03e5d,-9.56,Chapada
BRA.21.3925.7483,-4.64,Chu
BRA.21.3927,-7.86,Cidreira
BRA.21.3935.7504,-9.45,Antonio Kerpel
BRA.21.3935.7506,-9.3,Coronel Bicaco
BRA.21.3935.R98870d7047746959,-9.5,Coronel Bicaco
BRA.21.3940.7520,-5.12,Cristal
BRA.21.3940.R0477ed15dc5ddc80,-6.78,Cristal
BRA.21.3941.7523,-7.62,Cadeado
BRA.21.3941.7525,-7.9,Cruz Alta
BRA.21.3941.Ra069f98f1960079e,-8.56,Cruz Alta
BRA.21.3946.7531,-6.5,Dilermando de Aguiar
BRA.21.3951.7537,-4.66,N. 6
BRA.21.3951.Rd59313b4dd3140f4,-4.38,Dom Pedrito
BRA.21.3952.7545,-9.37,Porto Colonia
BRA.21.3952.R9e55f973b1dcd427,-9.4,Dom Pedro de Alcntara
BRA.21.3957.7552,-8.43,Encantado
BRA.21.3957.7553,-9.25,Valdastico
BRA.21.3958.7557,-5.28,Encruzilhada do Sul
BRA.21.3958.Rd2a111403c9ae271,-6.84,Encruzilhada do Sul
BRA.21.3963.7566,-9.96,Erechim
BRA.21.3963.7567,-11.56,Jaguarete
BRA.21.3963.Rfc3bfa469d56b379,-11.15,Erechim
BRA.21.3967.7588,-3.59,Herval
BRA.21.3967.R270667f8ad84b0de,-4.82,Erval
BRA.21.3970.7602,-9.26,Espumoso
BRA.21.3970.R39284e00bb48d319,-8.95,Espumoso
BRA.21.3975.7611,-8.42,Costao
BRA.21.3975.7613,-7.89,Estrela
BRA.21.3975.Re7f6019da65d2004,-7.87,Estrela
BRA.21.3978.7617,-7,Farroupilha
BRA.21.3978.7618,-9.02,Jansen
BRA.21.3978.R79828bacd380b866,-8.58,Farroupilha
BRA.21.3987.7635,-8.2,Fazenda Colorado
BRA.21.3987.7636,-8.5,Fortaleza dos Valos
BRA.21.3988.7637,-10.06,Castelinho
BRA.21.3988.R140e8c8d25929421,-9.73,Frederico Westphalen
BRA.21.3989.7641,-6.99,Garibaldi
BRA.21.3989.Re75fbc3f00611d5c,-8.67,Garibaldi
BRA.21.3994.7652,-10.48,Getlio Vargas
BRA.21.3994.Rada98188ba5830af,-11.61,Getlio Vargas
BRA.21.3995.7656,-7.92,Giru
BRA.21.3995.7659,-7.77,Rincao dos Mellos
BRA.21.3995.Rda8e164fbbbd6fdf,-8.28,Giru
BRA.21.3996.7661,-8.49,Glorinha
BRA.21.4000.7666,-6.15,Gravata
BRA.21.4000.R120ae21e5d5b80da,-7.43,Gravata
BRA.21.4003.7674,-8.47,Guapor
BRA.21.4003.Rc7a429adce6a5cd3,-9.86,Guapor
BRA.21.4007.7681,-8.69,Cascata
BRA.21.4007.7682,-8.23,Horizontina
BRA.21.4014.7695,-9.1,Ibirub
BRA.21.4014.R9487e3e26ef2b371,-9.29,Ibirub
BRA.21.4016.7703,-7.44,Iju
BRA.21.4016.R6470198361d77511,-8.44,Iju
BRA.21.4018.7711,-6.18,Imb
BRA.21.4028.7726,-4.29,Itao
BRA.21.4028.7727,-3.52,Itaqui
BRA.21.4034.7737,-4.9,Jaguaro
BRA.21.4041.7751,-5.03,Sem Nome
BRA.21.4042.7757,-10.88,Lagoa Vermelha
BRA.21.4042.R0ffe28159cb4ed00,-11.16,Lagoa Vermelha
BRA.21.4042.Rc4f044ea47df1a65,-10.81,Lagoa Vermelha
BRA.21.4045.7763,-8.83,Forquetinha
BRA.21.4045.7764,-10.35,Lajeado do Bugre
BRA.21.4045.7765,-7.29,Lajeado
BRA.21.4046.7766,-5.2,Ibare
BRA.21.4046.7767,-5.49,Lavras do Sul
BRA.21.4053.7780,-4.47,Manoel Viana
BRA.21.4053.R79d524d22bf17fc2,-4.22,Manoel Viana
BRA.21.4054.7782,-8.64,Barra do Ouro
BRA.21.4054.Ra442cd8d5b5c008c,-8.71,Maquin
BRA.21.4056.7786,-10.66,Laranjeira
BRA.21.4056.7787,-10.2,Mara
BRA.21.4056.7788,-10.01,Veado Pardo
BRA.21.4070.7813,-7.95,Montenegro
BRA.21.4070.7814,-8.12,Pesqueiro
BRA.21.4070.Rdf96cd3550db6054,-8.24,Montenegro
BRA.21.4075.7826,-7.11,Mostardas
BRA.21.4075.7827,-7.29,Rincao do Cristovao Pereira
BRA.21.4075.R54702e470377c62f,-7.81,Mostardas
BRA.21.4090.7854,-8.48,Nova Petrpolis
BRA.21.4090.R895fd16f69ca85f8,-7.6,Nova Palma
BRA.21.4091.7856,-8.86,Nova Prata
BRA.21.4091.7857,-8.95,Pinhal Alto
BRA.21.4091.7858,-8.84,Vale do Rio Cai
BRA.21.4101.7870,-8.43,Aguapes
BRA.21.4101.7873,-8.68,Passinhos
BRA.21.4101.7874,-7.25,Santa Luzia
BRA.21.4101.R20f544630836ac3f,-7.92,Osrio
BRA.21.4103.7881,-7.84,Palmares do Sul
BRA.21.4103.7882,-7.93,Quintao
BRA.21.4103.R3d2c26a3fb92436e,-8.29,Palmares do Sul
BRA.21.4104.7887,-9.73,So Bento
BRA.21.4104.R0e6a4b68a0ccd565,-9.72,Palmeira das Misses
BRA.21.4111.7898,-7.16,Parob
BRA.21.4111.R8bf44fe0267b1684,-8.67,Parob
BRA.21.4114.7908,-8.63,Passo Fundo
BRA.21.4114.R54aa4be62e52aa78,-10.31,Passo Fundo
BRA.21.4116.7913,-5.39,Matarazzo
BRA.21.4116.7914,-4.6,Pedro Osrio
BRA.21.4118.R874e7643c8741a7f,-5.67,Pelotas
BRA.21.4118.Re65613dd8e53218d,-3.48,Pelotas
BRA.21.4120.7931,-7.65,Pinhal Grande
BRA.21.4120.7932,-7.94,Rincao do Appel
BRA.21.4123.7937,-5.12,Pinheiro Machado
BRA.21.4123.R203361897d3e8f1f,-5.27,Pinheiro Machado
BRA.21.4131.7953,-6.08,Porto Alegre
BRA.21.4131.R9ff5c582d168bf73,-5.34,Porto Alegre
BRA.21.4131.Rf9fe05d373df04cf,-6.31,Porto Alegre
BRA.21.4135.7959,-7.06,Porto Xavier
BRA.21.4135.7960,-7.24,Rincao Comprido
BRA.21.4135.7961,-7.02,Rincao Vermelho
BRA.21.4141.7971,-3.11,Quara
BRA.21.4148.7986,-4.57,Rio Grande
BRA.21.4148.R71730b5b6ee96b01,-5.53,Rio Grande
BRA.21.4149.7990,-7.59,Irui
BRA.21.4149.7993,-7.94,Passo do Adao
BRA.21.4149.7995,-6.78,Rio Pardo
BRA.21.4149.Raf515868e113a7e0,-8.02,Rio Pardo
BRA.21.4153.8001,-8.71,Boa Esperana
BRA.21.4153.R4b9a026d6539d73d,-8.88,Rolante
BRA.21.4157.8010,-4.77,Campo Seco
BRA.21.4157.8012,-4.98,Mangueiras
BRA.21.4157.8013,-5.01,Rosrio do Sul
BRA.21.4157.R09b89285899d0b83,-4.63,Rosrio do Sul
BRA.21.4160.8029,-7.69,Salto do Jacu
BRA.21.4160.R0c17b6e9e1ae0a1c,-8.28,Salto do Jacu
BRA.21.4164.8040,-9.39,Capo Alto
BRA.21.4164.8041,-9.09,Itaba
BRA.21.4164.8042,-9.41,Santa Brbara do Sul
BRA.21.4166.8048,-6.95,Santa Cruz do Sul
BRA.21.4166.R7abf05cd9afa51fc,-8.05,Santa Cruz do Sul
BRA.21.4168.8059,-4.92,Santa Maria
BRA.21.4168.R6d19b9ffc0d852dd,-6.73,Santa Maria
BRA.21.4169.8061,-8.02,Santa Rosa
BRA.21.4169.8062,-8.01,Sete de Setembro
BRA.21.4171.8068,-4.96,Santa Vitria do Palmar
BRA.21.4171.Rfa3fe764a055e8a0,-5.08,Santa Vitria do Palmar
BRA.21.4173.8071,-3.53,Cati
BRA.21.4173.8075,-3.62,Santana do Livramento
BRA.21.4173.Ra17f25b08c7454b7,-4.18,Santana do Livramento
BRA.21.4174.8081,-6.1,Santiago
BRA.21.4174.Rf3939025b49e3ef7,-6.37,Santiago
BRA.21.4175.8094,-6.52,Santo ngelo
BRA.21.4175.R9abcb338f7df9ebb,-7.82,Santo ngelo
BRA.21.4176.8098,-8.88,Chicoloma
BRA.21.4176.R350fca4f430627f4,-8.58,Santo Antnio da Patrulha
BRA.21.4177.8102,-6.07,Santo Antnio das Misses
BRA.21.4177.8103,-5.5,So Jos
BRA.21.4180.8113,-7.84,Santo Augusto
BRA.21.4180.Rc3a21ba659a87347,-8.99,Santo Augusto
BRA.21.4183.8119,-5.37,Rincao do Meio
BRA.21.4183.8120,-4.64,So Borja
BRA.21.4186.8132,-8.96,So Francisco de Paula
BRA.21.4186.Rc50e11fc38813b27,-9.5,So Francisco de Paula
BRA.21.4187.8135,-5.49,So Gabriel
BRA.21.4187.Rc21f46e0bdb05b15,-5.46,So Gabriel
BRA.21.4188.8141,-8.05,So Jernimo
BRA.21.4188.Rcd3ce15de50655ea,-7.42,So Jernimo
BRA.21.4196.8154,-10.47,So Jos do Ouro
BRA.21.4196.R3300d6fe03ded343,-11.71,So Jos do Ouro
BRA.21.4209.8204,-6.35,So Pedro do Sul
BRA.21.4209.R6fe5a917e900d2ab,-6.53,So Pedro do Sul
BRA.21.4211.8209,-6.41,So Sep
BRA.21.4211.R02ddd9fd65108093,-6.46,So Sep
BRA.21.4225.8242,-9.62,Serafina Corra
BRA.21.4225.8243,-10.2,Silva Jardim
BRA.21.4236.8261,-10.69,Tapejara
BRA.21.4236.Rbe75374a421fe525,-11.18,Tapejara
BRA.21.4239.8273,-8.21,Taquara
BRA.21.4239.R6de0853317295d5d,-8.9,Taquara
BRA.21.4240.8274,-8.65,Amoras
BRA.21.4240.8275,-7.92,Taquari
BRA.21.4242.8278,-6.9,Capao Comprido
BRA.21.4242.8280,-6.76,Tavares
BRA.21.4242.Redfe4773ea5a2f89,-7.1,Tavares
BRA.21.4245.8288,-8.6,Pontes Filho
BRA.21.4245.8289,-8.08,Teutnia
BRA.21.4248.8297,-9.67,Glria
BRA.21.4248.8298,-7.76,Torres
BRA.21.4249.8299,-8.42,Estncia Velha
BRA.21.4249.8300,-6.42,Nova Tramandai
BRA.21.4249.8301,-5.27,Tramanda
BRA.21.4252.8307,-9.16,Trs Cachoeiras
BRA.21.4252.R10ad26d5ff95b899,-9.36,Trs Cachoeiras
BRA.21.4254.8310,-8.58,Barrinha
BRA.21.4254.8315,-8.24,Trs de Maio
BRA.21.4254.R1e43a3d2645f2b4f,-8.55,Trs de Maio
BRA.21.4257.8324,-8.61,Trs Passos
BRA.21.4257.R267922bc386fecef,-9.38,Trs Passos
BRA.21.4263.8338,-7.15,Espinilho Grande
BRA.21.4263.8339,-7.57,Tupanciret
BRA.21.4271.8353,-2.65,So Marcos
BRA.21.4271.8354,-2.44,Uruguaiana
BRA.21.4271.Rf20d6c72cfee5399,-3.24,Uruguaiana
BRA.21.4272.8360,-10.31,Refugiado
BRA.21.4272.8361,-9.86,Vacaria
BRA.21.4272.R0ecfb46f00788c7d,-10.79,Vacaria
BRA.21.4274.R2e7e75d034ec25b5,-8.64,Vale Real
BRA.21.4274.Rcfa3f2efbf89f7c7,-8.85,Vale Real
BRA.21.4277.8378,-7.44,Venncio Aires
BRA.21.4277.Rdf975e61c98306cf,-8.22,Venncio Aires
BRA.21.4282.8389,-6.77,Viamo
BRA.21.4282.Ra56b159cb6c2eaae,-8.29,Viamo
BRA.21.4282.Ra83bc254391badcf,-5.71,Viamo
BRA.21.4288.8401,-6.04,Vila Nova do Sul
BRA.21.4293.8406,-6.45,Rainha do Mar
BRA.21.R04a717414763a23e,-7.71,Tunas; Silveira Martins; Vera Cruz; So Joo do Polsine; Candelria; Formigueiro
BRA.21.R05f96ca25593d919,-10.32,Alpestre; Itatiba do Sul; Mariano Moro; Erval Grande; Planalto; Barra do Rio Azul; Planalto; Faxinalzinho; Aratiba; Ametista do Sul; Itatiba do Sul; Erval Grande; Marcionilio Dias; Severiano de Almeida; Planalto; Severiano de Almeida; Itatiba do Sul; Trs Arroios; Marcionilio Dias; Erval Grande; Benjamin Constant do Sul; Viadutos; Entre Rios do Sul; So Joo da Urtiga; Aratiba; So Valentim; Barao de Cotegipe; Machadinho; Trs Arroios; Gaurama; Barraco; Trs Palmeiras; Campinas do Sul; Carlos Gomes; Jacutinga; Ronda Alta; Cacique doble; Sananduva; Santo Expedito do Sul; Tupanci do Sul; Charrua
BRA.21.R2746e42dfa8b5d84,-9.3,Sede Nova; Panambi; Pejuara
BRA.21.R57c333b2f2c20c5e,-8.95,Mampituba; Terra de Areia
BRA.21.R626f4fd35b69eee1,-6.36,Roque Gonzales; Toropi; So Francisco de Assis; Jlio de Castilhos; Mata; Jaguari
BRA.21.R6fcef27900e512e4,-6.88,Estao; Novo Hamburgo; Campo Bom; So Leopoldo; Sapucaia do Sul
BRA.21.R7a4679f6cc15536f,-6.13,Dom Feliciano; Turuu; Morro Redondo
BRA.21.R8e9043a1b5539988,-9.52,Selbach; Protsio Alves; Unio da Serra; Quinze de Novembro; Unio da Serra; Vista Alegre do Prata; Arvorezinha; Vila Flores; Fagundes Varela; So Marcos; Anta Gorda; Ilpolis; Veranpolis; Nova Prata; Cotipor; Flores da Cunha; Cotipor; Putinga; Vespasiano Correa; Doutor Ricardo; Relvado; Flores da Cunha; Nova Brscia; Monte Belo do Sul; Muum; Pouso Novo; Nova Brscia; Roca Sales; Travesseiro
BRA.21.Raf37bda63f3dcec0,-6.18,Esteio; Canoas; Cachoeirinha
BRA.21.Rc76ded643ee29eae,-8.22,Ivoti; General Cmara; Eldorado do Sul; Arroio dos Ratos; Guaba; Mariana Pimentel; Baro; Serto Santana
BRA.21.Rcf099cb31fdc8f4e,-4.88,Candiota
BRA.21.Re4244ed775921fc9,-8.28,Riozinho; Cara
BRA.21.Rf15a0405b0400683,-9.53,So Jos dos Ausentes
BRA.22.4301.8414,-3.13,Cacoal
BRA.22.4301.8415,-2.94,Riozinho
BRA.22.4309.R21c49e6faa8e29b7,5.09,Costa Marques
BRA.22.4309.Rda7547bcf9a69ee7,10.62,Costa Marques
BRA.22.4317.8440,-0.66,Tabajara
BRA.22.4317.Rf310535f38d4ed6a,-3.39,Machadinho
BRA.22.4327.8452,-4.06,Marco Rondon
BRA.22.4327.8453,-2.49,Pimenta Bueno
BRA.22.4329.Raaa3e9be8ca4501a,0.46,Porto Velho
BRA.22.4329.Rc198e882ceb18c1d,-7.2,Porto Velho
BRA.22.Rac1722309aa362f0,-3.04,Nova Mamor; Governador Jorge Teixeira; So Felipe d'Oeste; Seringueiras; So Miguel do Guapor; Teixeirpolis; Ministro Andreazza; Presidente Mdici; Alvorada d'Oeste; So Miguel do Guapor; Nova Brasilndia d'Oeste; Castanheiras; Rolim de Moura; Primavera de Rondnia; Alta Floresta d'Oeste; Santa Luzia d'Oeste; Chupinguaia; Alto Alegre dos Parecis; Parecis; Pimenteiras do Oeste; Corumbiara; Cerejeiras
BRA.23.4347.8489,1.29,Boa Vista
BRA.23.R826fc113d48a20ed,-1.45,Uiramut; Pacaraima; Amajari; Normandia; Alto Alegre; Bonfim; Mucaja; Cant; Iracema; Caracara; Caroebe; So Joo da Baliza; Rorainpolis; So Luiz
BRA.24.4364.8506,-11.41,gua Doce
BRA.24.4364.8507,-11.92,Herciliopolis
BRA.24.4378.8529,-8.53,Ararangu
BRA.24.4378.8532,-9.57,Sanga da Toca
BRA.24.4378.Ra06a54f3c8c5239c,-9.4,Ararangu
BRA.24.4395.8551,-9.58,Biguau
BRA.24.4395.R9d7f345eda27bfc6,-10.54,Biguau
BRA.24.4396.8554,-11.03,Blumenau
BRA.24.4396.8555,-12.33,Itoupava
BRA.24.4408.8568,-11.26,Caador
BRA.24.4408.8569,-11.93,Taquara Verde
BRA.24.4411.8572,-10.33,Cambori
BRA.24.4411.8573,-8.36,Monte Alegre
BRA.24.4417.R0ecca2988919c06f,-12.69,Canoinhas
BRA.24.4417.R58a953944a27baf5,-12.4,Canoinhas
BRA.24.4426.8601,-10.73,Chapec
BRA.24.4426.R8a3e15658c24bac6,-11.68,Chapec
BRA.24.4426.Rd9b841cbb35b5910,-11.6,Chapec
BRA.24.4434,-7.46,Cricima
BRA.24.4437.8621,-11.43,Curitibanos
BRA.24.4437.8622,-11.95,Marombas Bossardi
BRA.24.4437.8623,-11.83,Santa Cruz do Pery
BRA.24.4447,-7.76,Florianopolis
BRA.24.4448.8651,-7.46,Florianopolis
BRA.24.4458.8662,-9.96,Gro Par
BRA.24.4458.Rfb5bc8f245d2bd22,-9.96,Gro Par
BRA.24.4495.8711,-10.7,Joaaba
BRA.24.4495.R5338388ceec664b7,-12.11,Joaaba
BRA.24.4496.8714,-11.89,Joinville
BRA.24.4496.8715,-12.33,Pirabeiraba
BRA.24.4500.8719,-10.66,Indios
BRA.24.4500.8720,-10.72,Lages
BRA.24.4500.8721,-11.14,Santa Teresinha do Salto
BRA.24.4505.8730,-11.23,Lebon Rgis
BRA.24.4505.8731,-11.56,So Sebastio do Sul
BRA.24.4512.8738,-12.93,Bela Vista do Sul
BRA.24.4512.8739,-12.34,Mafra
BRA.24.4512.8740,-11.85,Rio Preto do Sul
BRA.24.4531.8764,-11.05,Aguti
BRA.24.4531.R01853bd998273921,-10.95,Nova Trento
BRA.24.4532.8767,-8.1,Nossa Senhora do Caravagio
BRA.24.4532.R483b91614abe4c97,-9.18,Nova Veneza
BRA.24.4540.8780,-9.36,Enseada de Brito
BRA.24.4540.8781,-7.87,Palhoa
BRA.24.4544.8788,-12.55,Nova Cultura
BRA.24.4544.8789,-12.4,Papanduva
BRA.24.4563.8813,-12.16,Porto Unio
BRA.24.4563.Rdd91c13f8fcbad66,-12.41,Porto Unio
BRA.24.4565.8818,-10.09,Cachoeira de Fatima
BRA.24.4565.8819,-9.63,Praia Grande
BRA.24.4567.8821,-12.43,Mirador
BRA.24.4567.8822,-11.87,Presidente Getlio
BRA.24.4576.8833,-12.22,Cedro Alto
BRA.24.4576.8834,-11.57,Rio dos Cedros
BRA.24.4578.8836,-11.55,Rio Negrinho
BRA.24.4578.8837,-11.47,Vila de Volta Grande
BRA.24.4600.8864,-13.1,Sai
BRA.24.4600.8865,-12.08,So Francisco do Sul
BRA.24.4601.8866,-10.17,So Joo Batista
BRA.24.4601.8867,-11.14,Tijipio
BRA.24.4603.8869,-9.74,So Joo do Sul
BRA.24.4603.8870,-9.76,Vila Conceicao
BRA.24.4604.8873,-10.19,So Joaquim
BRA.24.4604.8874,-10.35,So Sebastio do Arvoredo
BRA.24.4604.Rc6c641dea0105ff5,-10.62,So Joaquim
BRA.24.4607.8881,-8.35,So Jos
BRA.24.4607.Rd4afb94c1d822416,-7.44,So Jos
BRA.24.4608.8884,-10.56,So Loureno do Oeste
BRA.24.4608.Rf9482b45e08b328a,-12.08,So Loureno do Oeste
BRA.24.4619.8899,-9.5,Nova Guarita
BRA.24.4619.8900,-8.56,Sombrio
BRA.24.4621.8902,-12.29,Passo Manso
BRA.24.4621.8903,-12.09,Tai
BRA.24.4622.8906,-11.72,Tangar
BRA.24.4622.R2690ca8bd06168fe,-12.24,Tangar
BRA.24.4642.8930,-11.66,Anta Gorda
BRA.24.4642.8931,-12.06,Lourdes
BRA.24.4642.8932,-10.44,Videira
BRA.24.4645.8936,-11.89,Cambuinzal
BRA.24.4645.8937,-11.55,Xanxer
BRA.24.R5060e4a6e6e90e34,-10.62,Laurentino; Ituporanga; Paulo Lopez; So Pedro de Alcntara; Alfredo Wagner; Santo Amaro da Imperatriz; Bocaina do Sul; Rancho Queimado; Alfredo Wagner; Rio Rufino; So Bonifcio; Rio Fortuna; So Martinho; Bom Jardim da Serra; Orleaes; Brao do Norte; Armazm; Orleaes; Imbituba; Gravata; So Ludgero; Lauro Muller; Orleaes; Imbituba; Lauro Muller; Tubaro; Capivari de Baixo; Pedras Grandes; Lauro Muller; Urussanga; Pedras Grandes; Laguna; Treze de Maio; Siderpolis; Jaguaruna; Cocal do Sul; Morro da Fumaa; Sango; Morro da Fumaa; Sango; Iara
BRA.24.Ra77ebe5c5a40479a,-10.25,Tijucas; Porto Belo; Canelinha; Balnerio Arroio do Silva; Itapema; Navegantes; Penha; Itaja; Brusque; Bombinhas; Governador Celso Ramos
BRA.24.Ra7eae8c5db9d528e,-11.36,Campo Belo do Sul; So Jos do Cerrito; Campos Novos; Palmeira; Correia Pinto; Abdon Batista; Anita Garibaldi; Capo Alto
BRA.24.Rb7a4f0c87d72585f,-11.19,Quilombo; Descanso; Caibi; Cordilheira Alta; Cunhata; Irani; Concrdia; Ouro; Ipumirim; Ipor do Oeste; Xavantina; Lindia do Sul; Palmitos; Catanduvas; Arvoredo; Monda; Palmitos; Guatamb; Xavantina; Seara; Jabor; Palmitos; Caxambu do Sul; Palmitos; Concrdia; It; Ouro; Presidente Castelo Branco; Ipir; Peritiba; Alto Bela Vista; Piratuba
BRA.24.Rd73b6a5b539259e5,-9.62,Forquilhinha; Timb do Sul; Maracaj; Passo de Torres; Santa Rosa do Sul; Turvo; Meleiro; Morro Grande; Meleiro; Turvo; Jacinto Machado; Balnerio Barra do Sul; Ermo; Balnerio Gaivota
BRA.25.4652.8947,-13.14,guas da Prata
BRA.25.4652.8948,-13.41,So Roque da Fartura
BRA.25.4656.8952,-17.9,Agudos
BRA.25.4656.8953,-18.66,Domelia
BRA.25.4661.8959,-17.51,Alto Alegre
BRA.25.4661.Rc7a67871e4c9062b,-17.59,Alto Alegre
BRA.25.4664.8965,-19.57,lvares Machado
BRA.25.4664.8966,-20.1,Coronel Goulart
BRA.25.4670.8972,-15.12,Amrico de Campos
BRA.25.4670.8973,-14.43,Arcadas
BRA.25.4670.8974,-12.14,Tres Pontes
BRA.25.4685.8993,-17.65,Bueno de Andrada
BRA.25.4685.Rfd119095cd35c69d,-17.2,Araraquara
BRA.25.4688.8997,-17.71,Arealva
BRA.25.4688.8998,-18.01,Jacuba
BRA.25.4698.9008,-18.16,Ava
BRA.25.4698.9009,-18.04,Nogueira
BRA.25.4711.9022,-16.35,Alberto Moreira
BRA.25.4711.9023,-17.53,Barretos
BRA.25.4711.9024,-16.22,Ibitu
BRA.25.4716.9032,-17.58,Bauru
BRA.25.4716.9033,-17.97,Tibirica
BRA.25.4717.9034,-17.17,Bebedouro
BRA.25.4717.Rd9838817e2a9cbea,-17.38,Bebedouro
BRA.25.4734.9054,-16.38,Botucatu
BRA.25.4734.9055,-17.05,Rubiao Junior
BRA.25.4734.9056,-17.3,Vitoriana
BRA.25.4740.9063,-16.53,Aracacu
BRA.25.4740.9064,-16.35,Buri
BRA.25.4744.9070,-12.96,Jacare
BRA.25.4744.R0d2ded44a7e1c8b0,-14,Cabreva
BRA.25.4747.9074,-17.81,Cafelndia
BRA.25.4747.9075,-18.12,Cafesopolis
BRA.25.4747.R8e3ff85a55299a0d,-17.23,Cafelndia
BRA.25.4748.9077,-18.45,Boa Esperanca d'Oeste
BRA.25.4748.R46d81c297d0ce8a0,-19.39,Caiabu
BRA.25.4753.9086,-16.28,Cajobi
BRA.25.4753.9087,-16.32,Monte Verde Paulista
BRA.25.4756.9092,-14.8,Joaquim Egidio
BRA.25.4756.R4680b3af2c5befe7,-13.6,Campinas
BRA.25.4757.9095,-10.79,Botujuru
BRA.25.4757.9096,-10.19,Campos do Jordo
BRA.25.4760.9099,-14.81,Canania
BRA.25.4760.9100,-14.65,Pesquisar
BRA.25.4762.9102,-18.86,Cndido Mota
BRA.25.4762.9104,-19.14,Nova Alexandria
BRA.25.4762.R45a4658d3e17f79c,-19.4,Cndido Mota
BRA.25.4770.9118,-14.03,Cardoso
BRA.25.4770.9119,-15.17,So Joo do Marinheiro
BRA.25.4779.9130,-15.75,Cesrio Lange
BRA.25.4779.9131,-16.36,Fazenda Velha
BRA.25.4785.9140,-15.76,Conchal
